Species	Symbol	Ensembl	Family	Protein	Entrez_ID
Mus_musculus	Csrnp3	ENSMUSG00000044647	CSRNP_N	ENSMUSP00000117533.2;ENSMUSP00000055719.4;ENSMUSP00000135019.2;ENSMUSP00000108013.2;ENSMUSP00000135605.2;	77771
Mus_musculus	Npas2	ENSMUSG00000026077	bHLH	ENSMUSP00000054719.8;ENSMUSP00000134241.2;	18143
Mus_musculus	Hoxd13	ENSMUSG00000001819	Homeobox	ENSMUSP00000001872.5;	15433
Mus_musculus	Zfp110	ENSMUSG00000058638	zf-C2H2	ENSMUSP00000004614.9;ENSMUSP00000132060.2;	65020
Mus_musculus	Hmgb3	ENSMUSG00000015217	HMG	ENSMUSP00000110229.3;ENSMUSP00000086260.4;ENSMUSP00000015361.5;ENSMUSP00000116937.2;ENSMUSP00000110232.3;	15354
Mus_musculus	Klf1	ENSMUSG00000054191	zf-C2H2	ENSMUSP00000159324.2;ENSMUSP00000064366.9;	NA
Mus_musculus	Gtf2ird2	ENSMUSG00000015942	GTF2I	ENSMUSP00000016086.4;	114674
Mus_musculus	Zfp954	ENSMUSG00000062116	zf-C2H2	ENSMUSP00000072585.4;	232853
Mus_musculus	Mycl	ENSMUSG00000028654	bHLH	ENSMUSP00000101859.3;ENSMUSP00000030407.8;	16918
Mus_musculus	Dmrtc2	ENSMUSG00000011349	DM	ENSMUSP00000011493.6;	71241
Mus_musculus	Hmx2	ENSMUSG00000050100	Homeobox	ENSMUSP00000138799.2;ENSMUSP00000058205.6;	NA
Mus_musculus	Barx2	ENSMUSG00000032033	Homeobox	ENSMUSP00000112314.4;	12023
Mus_musculus	Zfat	ENSMUSG00000022335	zf-C2H2	ENSMUSP00000125732.2;ENSMUSP00000125257.2;ENSMUSP00000124974.2;	380993
Mus_musculus	Sall4	ENSMUSG00000027547	zf-C2H2	ENSMUSP00000029061.6;ENSMUSP00000099363.2;ENSMUSP00000074556.4;ENSMUSP00000119628.2;	99377
Mus_musculus	Zfp719	ENSMUSG00000030469	zf-C2H2	ENSMUSP00000050968.8;	210105
Mus_musculus	Zbtb7b	ENSMUSG00000028042	ZBTB	ENSMUSP00000103055.2;ENSMUSP00000103055.2;ENSMUSP00000103058.2;ENSMUSP00000103058.2;ENSMUSP00000029677.9;ENSMUSP00000029677.9;ENSMUSP00000103056.2;ENSMUSP00000103056.2;ENSMUSP00000115425.2;ENSMUSP00000123348.2;ENSMUSP00000121498.2;	22724
Mus_musculus	Tcf7l2	ENSMUSG00000024985	HMG	ENSMUSP00000107291.5;ENSMUSP00000107287.3;ENSMUSP00000107286.4;ENSMUSP00000119759.3;ENSMUSP00000107283.2;ENSMUSP00000118661.3;ENSMUSP00000123428.3;ENSMUSP00000107273.2;ENSMUSP00000107284.4;ENSMUSP00000050081.10;ENSMUSP00000042950.8;	21416
Mus_musculus	Rhox10	ENSMUSG00000053909	Homeobox	ENSMUSP00000110803.4;	434769
Mus_musculus	Tcf21	ENSMUSG00000045680	bHLH	ENSMUSP00000053178.8;ENSMUSP00000151767.2;	21412
Mus_musculus	Yy1	ENSMUSG00000021264	zf-C2H2	ENSMUSP00000021692.8;	22632
Mus_musculus	Vax1	ENSMUSG00000006270	Homeobox	ENSMUSP00000134642.2;	NA
Mus_musculus	Lmx1b	ENSMUSG00000038765	Homeobox	ENSMUSP00000159290.2;ENSMUSP00000134944.3;ENSMUSP00000043616.6;	16917
Mus_musculus	Gm17655	ENSMUSG00000090963	zf-C2H2	ENSMUSP00000128849.2;ENSMUSP00000148155.2;	NA
Mus_musculus	Arnt2	ENSMUSG00000015709	bHLH	ENSMUSP00000146413.2;ENSMUSP00000146414.2;ENSMUSP00000082154.4;ENSMUSP00000146868.2;ENSMUSP00000146776.2;ENSMUSP00000147129.2;ENSMUSP00000146599.2;	11864
Mus_musculus	Zkscan3	ENSMUSG00000021327	zf-C2H2	ENSMUSP00000112135.4;ENSMUSP00000153241.2;ENSMUSP00000068424.9;	72739
Mus_musculus	Rfx3	ENSMUSG00000040929	RFX	ENSMUSP00000038760.10;ENSMUSP00000133367.2;ENSMUSP00000134141.2;ENSMUSP00000126313.2;ENSMUSP00000133461.2;	19726
Mus_musculus	Zfp748	ENSMUSG00000095432	zf-C2H2	ENSMUSP00000137928.2;	212276
Mus_musculus	Cbfb	ENSMUSG00000031885	CBF	ENSMUSP00000059382.3;ENSMUSP00000105021.2;ENSMUSP00000105022.2;ENSMUSP00000105019.2;	12400
Mus_musculus	Zfp2	ENSMUSG00000049321	zf-C2H2	ENSMUSP00000104756.2;ENSMUSP00000112079.2;ENSMUSP00000104757.2;	22678
Mus_musculus	Zfy1	ENSMUSG00000053211	zf-C2H2	ENSMUSP00000069364.5;ENSMUSP00000140600.2;	22767
Mus_musculus	Zfp534	ENSMUSG00000062518	zf-C2H2	ENSMUSP00000113561.2;	100503584
Mus_musculus	Egr2	ENSMUSG00000037868	zf-C2H2	ENSMUSP00000116799.2;ENSMUSP00000041053.8;ENSMUSP00000101078.3;	13654
Mus_musculus	Zfp78	ENSMUSG00000055150	zf-C2H2	ENSMUSP00000146578.2;ENSMUSP00000147154.2;ENSMUSP00000147228.2;ENSMUSP00000083503.5;ENSMUSP00000146592.2;ENSMUSP00000104199.3;	330463
Mus_musculus	Gm14434	ENSMUSG00000078881	zf-C2H2	ENSMUSP00000112478.3;	668039
Mus_musculus	Etv2	ENSMUSG00000006311	ETS	ENSMUSP00000103782.3;	14008
Mus_musculus	Lmx1a	ENSMUSG00000026686	Homeobox	ENSMUSP00000107008.2;ENSMUSP00000028003.7;	110648
Mus_musculus	Etv3l	ENSMUSG00000118505	ETS	ENSMUSP00000159067.2;ENSMUSP00000158927.2;	546801
Mus_musculus	Zfp622	ENSMUSG00000052253	zf-C2H2	ENSMUSP00000153839.2;ENSMUSP00000059678.7;	NA
Mus_musculus	2610044O15Rik8	ENSMUSG00000071302	zf-C2H2	ENSMUSP00000140654.2;	72139
Mus_musculus	Mybl1	ENSMUSG00000025912	MYB	ENSMUSP00000111128.3;ENSMUSP00000086034.5;ENSMUSP00000139818.2;	17864
Mus_musculus	Lhx3	ENSMUSG00000026934	Homeobox	ENSMUSP00000056822.10;ENSMUSP00000028302.7;	16871
Mus_musculus	Zfp626	ENSMUSG00000030604	zf-C2H2	ENSMUSP00000079068.7;ENSMUSP00000146286.2;	71163
Mus_musculus	Neurod4	ENSMUSG00000048015	bHLH	ENSMUSP00000051379.4;	11923
Mus_musculus	Zfp683	ENSMUSG00000049410	zf-C2H2	ENSMUSP00000101508.2;	NA
Mus_musculus	Hoxb2	ENSMUSG00000075588	Homeobox	ENSMUSP00000098092.5;	103889
Mus_musculus	Hoxd10	ENSMUSG00000050368	Homeobox	ENSMUSP00000062412.4;	15430
Mus_musculus	Hoxb6	ENSMUSG00000000690	Homeobox	ENSMUSP00000133281.2;ENSMUSP00000000704.4;	15414
Mus_musculus	Nr1h5	ENSMUSG00000048938	THR-like	ENSMUSP00000142799.2;ENSMUSP00000143764.2;ENSMUSP00000142345.2;ENSMUSP00000052557.9;ENSMUSP00000143445.2;	381463
Mus_musculus	Jarid2	ENSMUSG00000038518	ARID	ENSMUSP00000134205.2;ENSMUSP00000134675.2;ENSMUSP00000037774.8;ENSMUSP00000134630.2;	16468
Mus_musculus	Dmrta1	ENSMUSG00000043753	DM	ENSMUSP00000057488.3;	242523
Mus_musculus	Rhox2e	ENSMUSG00000096788	Homeobox	ENSMUSP00000139210.2;ENSMUSP00000072030.4;	100040016
Mus_musculus	Zfp384	ENSMUSG00000038346	zf-C2H2	ENSMUSP00000108047.2;ENSMUSP00000108046.2;ENSMUSP00000108043.2;ENSMUSP00000081296.6;ENSMUSP00000085648.4;ENSMUSP00000086354.3;ENSMUSP00000108044.2;ENSMUSP00000037986.11;	269800
Mus_musculus	Zfp868	ENSMUSG00000060427	zf-C2H2	ENSMUSP00000113952.2;ENSMUSP00000074510.7;	234362
Mus_musculus	Jund	ENSMUSG00000071076	TF_bZIP	ENSMUSP00000092901.7;	16478
Mus_musculus	Zzz3	ENSMUSG00000039068	MYB	ENSMUSP00000101706.3;ENSMUSP00000101707.2;ENSMUSP00000087428.5;ENSMUSP00000143693.2;ENSMUSP00000101709.2;	108946
Mus_musculus	Sp100	ENSMUSG00000026222	SAND	ENSMUSP00000120267.2;ENSMUSP00000122670.2;ENSMUSP00000122899.2;ENSMUSP00000118481.2;ENSMUSP00000116942.2;ENSMUSP00000066399.5;	20684
Mus_musculus	Sox30	ENSMUSG00000040489	HMG	ENSMUSP00000037519.4;	214105
Mus_musculus	Zfp780b	ENSMUSG00000063047	zf-C2H2	ENSMUSP00000080324.8;ENSMUSP00000146224.2;	338354
Mus_musculus	Mier1	ENSMUSG00000028522	MYB	ENSMUSP00000095558.4;ENSMUSP00000102470.2;ENSMUSP00000102471.2;ENSMUSP00000102468.2;ENSMUSP00000030247.5;	71148
Mus_musculus	Myog	ENSMUSG00000026459	bHLH	ENSMUSP00000027730.5;	17928
Mus_musculus	Rex2	ENSMUSG00000067919	zf-C2H2	ENSMUSP00000075179.6;	100043034
Mus_musculus	Maf	ENSMUSG00000055435	TF_bZIP	ENSMUSP00000104732.2;ENSMUSP00000067704.7;	17132
Mus_musculus	Dmrt1	ENSMUSG00000024837	DM	ENSMUSP00000025755.5;ENSMUSP00000084803.5;	50796
Mus_musculus	Klf7	ENSMUSG00000025959	zf-C2H2	ENSMUSP00000109720.3;ENSMUSP00000054674.5;	93691
Mus_musculus	Zscan4-ps3	ENSMUSG00000109969	zf-C2H2	ENSMUSP00000147528.2;	NA
Mus_musculus	Spdef	ENSMUSG00000024215	ETS	ENSMUSP00000025054.3;ENSMUSP00000110520.3;ENSMUSP00000127056.2;	30051
Mus_musculus	Nkx2-6	ENSMUSG00000044186	Homeobox	ENSMUSP00000049898.9;	18092
Mus_musculus	Zfp992	ENSMUSG00000070605	zf-C2H2	ENSMUSP00000101359.3;	NA
Mus_musculus	Zfp580	ENSMUSG00000055633	zf-C2H2	ENSMUSP00000147223.2;ENSMUSP00000065861.6;	68992
Mus_musculus	Rhox4a2	ENSMUSG00000094945	Homeobox	ENSMUSP00000136542.2;	100861640
Mus_musculus	Rhox4a	ENSMUSG00000079639	Homeobox	ENSMUSP00000110848.4;	664609
Mus_musculus	Klf3	ENSMUSG00000029178	zf-C2H2	ENSMUSP00000142651.2;ENSMUSP00000128429.2;ENSMUSP00000129363.2;	16599
Mus_musculus	Ctcfl	ENSMUSG00000070495	zf-C2H2	ENSMUSP00000091845.4;ENSMUSP00000135932.2;	664799
Mus_musculus	Zscan4f	ENSMUSG00000070828	zf-C2H2	ENSMUSP00000120149.2;	665902
Mus_musculus	Smarcc2	ENSMUSG00000025369	MYB	ENSMUSP00000096734.4;ENSMUSP00000100868.3;ENSMUSP00000026433.8;	68094
Mus_musculus	Tsc22d3	ENSMUSG00000031431	TSC22	ENSMUSP00000123569.2;ENSMUSP00000062589.5;ENSMUSP00000108620.3;	14605
Mus_musculus	Gm9376	ENSMUSG00000092109	Homeobox	ENSMUSP00000128952.2;	668814
Mus_musculus	Zfp41	ENSMUSG00000047003	zf-C2H2	ENSMUSP00000124626.2;ENSMUSP00000056510.8;ENSMUSP00000124887.2;	22701
Mus_musculus	9130019O22Rik	ENSMUSG00000030823	zf-C2H2	ENSMUSP00000038195.4;	78921
Mus_musculus	Gm44973	ENSMUSG00000109129	zf-C2H2	ENSMUSP00000147233.2;	NA
Mus_musculus	Zfp113	ENSMUSG00000037007	zf-C2H2	ENSMUSP00000127561.2;ENSMUSP00000041796.9;	56314
Mus_musculus	Zfp58	ENSMUSG00000071291	zf-C2H2	ENSMUSP00000132285.2;ENSMUSP00000089108.3;ENSMUSP00000075487.6;ENSMUSP00000129177.2;	238693
Mus_musculus	Tcf4	ENSMUSG00000053477	bHLH	ENSMUSP00000144646.2;ENSMUSP00000110631.3;ENSMUSP00000144647.2;ENSMUSP00000143857.2;ENSMUSP00000144407.2;ENSMUSP00000143987.2;ENSMUSP00000110628.2;ENSMUSP00000143950.2;ENSMUSP00000143820.2;ENSMUSP00000143875.2;ENSMUSP00000144221.2;ENSMUSP00000144209.2;ENSMUSP00000144285.2;ENSMUSP00000110636.4;ENSMUSP00000144512.2;ENSMUSP00000144219.2;ENSMUSP00000144670.2;ENSMUSP00000067318.6;ENSMUSP00000110633.2;ENSMUSP00000144169.2;ENSMUSP00000077577.7;ENSMUSP00000110629.3;ENSMUSP00000144273.2;	21413
Mus_musculus	Zfp979	ENSMUSG00000066000	zf-C2H2	ENSMUSP00000101345.2;ENSMUSP00000038153.8;	112422
Mus_musculus	Foxc2	ENSMUSG00000046714	Fork_head	ENSMUSP00000055290.7;	14234
Mus_musculus	Tbx21	ENSMUSG00000001444	T-box	ENSMUSP00000001484.3;	57765
Mus_musculus	Osr1	ENSMUSG00000048387	zf-C2H2	ENSMUSP00000055486.8;	23967
Mus_musculus	Crebzf	ENSMUSG00000051451	TF_bZIP	ENSMUSP00000050972.6;	233490
Mus_musculus	Zfp831	ENSMUSG00000050600	zf-C2H2	ENSMUSP00000060255.6;	100043757
Mus_musculus	Bcl6b	ENSMUSG00000000317	ZBTB	ENSMUSP00000000326.6;ENSMUSP00000000326.6;ENSMUSP00000121365.2;	12029
Mus_musculus	Dnajc1	ENSMUSG00000026740	MYB	ENSMUSP00000132289.2;ENSMUSP00000126716.2;ENSMUSP00000126321.2;ENSMUSP00000088980.6;	13418
Mus_musculus	Rhox7b	ENSMUSG00000079626	Homeobox	ENSMUSP00000110809.2;	NA
Mus_musculus	Pparg	ENSMUSG00000000440	THR-like	ENSMUSP00000000450.4;ENSMUSP00000144975.2;ENSMUSP00000131962.2;ENSMUSP00000145525.2;	19016
Mus_musculus	Mbtps2	ENSMUSG00000046873	zf-C2H2	ENSMUSP00000137233.2;	270669
Mus_musculus	Zfp329	ENSMUSG00000057894	zf-C2H2	ENSMUSP00000113355.2;ENSMUSP00000104186.2;ENSMUSP00000072079.8;	67230
Mus_musculus	Pou5f1	ENSMUSG00000024406	Pou	ENSMUSP00000134060.2;ENSMUSP00000134654.2;ENSMUSP00000134729.2;ENSMUSP00000133633.2;ENSMUSP00000134493.2;ENSMUSP00000025271.10;	18999
Mus_musculus	Rsl1	ENSMUSG00000058900	zf-C2H2	ENSMUSP00000021997.7;	380855
Mus_musculus	Zfp516	ENSMUSG00000058881	zf-C2H2	ENSMUSP00000157810.2;ENSMUSP00000158540.2;ENSMUSP00000126629.2;ENSMUSP00000071216.7;	329003
Mus_musculus	Sp3	ENSMUSG00000027109	zf-C2H2	ENSMUSP00000099750.4;ENSMUSP00000065807.7;	20687
Mus_musculus	Tal2	ENSMUSG00000028417	bHLH	ENSMUSP00000030124.4;	NA
Mus_musculus	Noto	ENSMUSG00000068302	Homeobox	ENSMUSP00000087006.7;	384452
Mus_musculus	Gm32687	ENSMUSG00000112640	zf-C2H2	ENSMUSP00000151266.2;	102635315
Mus_musculus	Pax8	ENSMUSG00000026976	PAX	ENSMUSP00000134343.4;ENSMUSP00000120319.2;ENSMUSP00000028355.5;ENSMUSP00000115194.3;ENSMUSP00000133316.3;	18510
Mus_musculus	Camta2	ENSMUSG00000040712	CG-1	ENSMUSP00000113667.2;ENSMUSP00000043792.8;ENSMUSP00000123602.2;ENSMUSP00000104185.3;ENSMUSP00000104184.2;ENSMUSP00000098493.4;ENSMUSP00000113847.2;	216874
Mus_musculus	Gata4	ENSMUSG00000021944	zf-GATA	ENSMUSP00000066927.4;ENSMUSP00000113891.2;ENSMUSP00000113451.2;	14463
Mus_musculus	Lhx6	ENSMUSG00000026890	Homeobox	ENSMUSP00000108584.2;ENSMUSP00000108591.5;ENSMUSP00000108585.4;ENSMUSP00000135693.4;ENSMUSP00000108590.4;ENSMUSP00000108587.2;ENSMUSP00000135776.3;	16874
Mus_musculus	Zfp709	ENSMUSG00000056019	zf-C2H2	ENSMUSP00000034259.7;ENSMUSP00000140285.2;	236193
Mus_musculus	Zfp469	ENSMUSG00000043903	zf-C2H2	ENSMUSP00000158621.2;ENSMUSP00000158742.2;	195209
Mus_musculus	Aire	ENSMUSG00000000731	SAND	ENSMUSP00000118317.2;ENSMUSP00000123678.2;ENSMUSP00000122190.2;ENSMUSP00000101034.3;ENSMUSP00000122659.2;ENSMUSP00000117094.2;ENSMUSP00000019257.9;ENSMUSP00000101035.3;ENSMUSP00000121477.2;ENSMUSP00000115162.2;ENSMUSP00000114904.2;ENSMUSP00000120150.2;	11634
Mus_musculus	Glmp	ENSMUSG00000001418	NCU-G1	ENSMUSP00000001454.8;ENSMUSP00000135398.2;ENSMUSP00000135263.2;ENSMUSP00000135575.2;ENSMUSP00000134809.2;	56700
Mus_musculus	Hmgb4	ENSMUSG00000048686	HMG	ENSMUSP00000059625.4;	69317
Mus_musculus	Prdm9	ENSMUSG00000051977	zf-C2H2	ENSMUSP00000156841.2;ENSMUSP00000131871.3;	213389
Mus_musculus	Dmrta2	ENSMUSG00000047143	DM	ENSMUSP00000060441.4;	242620
Mus_musculus	Foxr1	ENSMUSG00000074397	Fork_head	ENSMUSP00000149277.3;ENSMUSP00000096436.2;	382074
Mus_musculus	Zfp352	ENSMUSG00000070902	zf-C2H2	ENSMUSP00000079383.5;ENSMUSP00000102746.2;	236537
Mus_musculus	Prdm13	ENSMUSG00000040478	zf-C2H2	ENSMUSP00000092761.4;ENSMUSP00000075562.5;	230025
Mus_musculus	Gli1	ENSMUSG00000025407	zf-C2H2	ENSMUSP00000026474.4;	14632
Mus_musculus	Ikzf2	ENSMUSG00000025997	zf-C2H2	ENSMUSP00000027146.3;ENSMUSP00000140043.2;ENSMUSP00000139543.2;ENSMUSP00000141075.2;ENSMUSP00000140069.2;	22779
Mus_musculus	Foxd3	ENSMUSG00000067261	Fork_head	ENSMUSP00000084541.4;	15221
Mus_musculus	Foxl1	ENSMUSG00000097084	Fork_head	ENSMUSP00000137732.2;	14241
Mus_musculus	Foxa2	ENSMUSG00000037025	Fork_head	ENSMUSP00000134081.2;ENSMUSP00000045918.4;ENSMUSP00000105590.2;	15376
Mus_musculus	Hoxb7	ENSMUSG00000038721	Homeobox	ENSMUSP00000040121.7;	15415
Mus_musculus	Dmrt3	ENSMUSG00000042372	DM	ENSMUSP00000046812.5;	240590
Mus_musculus	Zfp708	ENSMUSG00000058883	zf-C2H2	ENSMUSP00000105364.4;ENSMUSP00000139928.2;ENSMUSP00000105365.4;	432769
Mus_musculus	Bhlha15	ENSMUSG00000052271	bHLH	ENSMUSP00000055493.8;	17341
Mus_musculus	Pou3f4	ENSMUSG00000056854	Pou	ENSMUSP00000077354.4;	18994
Mus_musculus	Zfp652	ENSMUSG00000075595	zf-C2H2	ENSMUSP00000089153.5;ENSMUSP00000122280.2;ENSMUSP00000103345.2;ENSMUSP00000115393.2;	268469
Mus_musculus	Zfp760	ENSMUSG00000067928	zf-C2H2	ENSMUSP00000073038.7;	240034
Mus_musculus	Xbp1	ENSMUSG00000020484	TF_bZIP	ENSMUSP00000158915.2;ENSMUSP00000054852.10;ENSMUSP00000134088.2;ENSMUSP00000135768.2;	22433
Mus_musculus	Foxj2	ENSMUSG00000003154	Fork_head	ENSMUSP00000003238.8;ENSMUSP00000145438.2;ENSMUSP00000137645.2;	60611
Mus_musculus	Pknox1	ENSMUSG00000006705	Homeobox	ENSMUSP00000094966.4;ENSMUSP00000157874.2;ENSMUSP00000157897.2;ENSMUSP00000157748.2;ENSMUSP00000158343.2;ENSMUSP00000134852.2;ENSMUSP00000157491.2;ENSMUSP00000135804.2;	18771
Mus_musculus	Zfp969	ENSMUSG00000095545	zf-C2H2	ENSMUSP00000136479.2;	100043915
Mus_musculus	Setdb2	ENSMUSG00000071350	MBD	ENSMUSP00000124696.2;ENSMUSP00000093450.4;	239122
Mus_musculus	Sox21	ENSMUSG00000061517	HMG	ENSMUSP00000127396.2;	223227
Mus_musculus	Mael	ENSMUSG00000040629	HMG	ENSMUSP00000141652.2;ENSMUSP00000045828.4;	98558
Mus_musculus	Hand1	ENSMUSG00000037335	bHLH	ENSMUSP00000124951.3;ENSMUSP00000046999.3;	15110
Mus_musculus	Gm14296	ENSMUSG00000074527	zf-C2H2	ENSMUSP00000096605.3;	NA
Mus_musculus	Gata5	ENSMUSG00000015627	zf-GATA	ENSMUSP00000015771.3;	14464
Mus_musculus	Smad3	ENSMUSG00000032402	MH1	ENSMUSP00000116790.2;ENSMUSP00000122217.2;ENSMUSP00000034973.4;	17127
Mus_musculus	Obox6	ENSMUSG00000041583	Homeobox	ENSMUSP00000104153.4;	252830
Mus_musculus	Zfp654	ENSMUSG00000047141	zf-C2H2	ENSMUSP00000146656.2;ENSMUSP00000052946.5;	72020
Mus_musculus	Zbtb2	ENSMUSG00000075327	ZBTB	ENSMUSP00000097656.3;ENSMUSP00000097656.3;ENSMUSP00000097655.4;ENSMUSP00000097655.4;	381990
Mus_musculus	Baz2b	ENSMUSG00000026987	MBD	ENSMUSP00000088443.7;ENSMUSP00000108169.2;	407823
Mus_musculus	Tgif2	ENSMUSG00000062175	Homeobox	ENSMUSP00000073074.4;ENSMUSP00000096745.5;	228839
Mus_musculus	Zfp408	ENSMUSG00000075040	zf-C2H2	ENSMUSP00000106965.2;ENSMUSP00000097301.4;	381410
Mus_musculus	Irf4	ENSMUSG00000021356	IRF	ENSMUSP00000105936.2;ENSMUSP00000021784.3;ENSMUSP00000152134.2;	16364
Mus_musculus	Ikzf3	ENSMUSG00000018168	zf-C2H2	ENSMUSP00000099430.4;	22780
Mus_musculus	Foxb1	ENSMUSG00000059246	Fork_head	ENSMUSP00000096197.3;	64290
Mus_musculus	Zfp526	ENSMUSG00000046541	zf-C2H2	ENSMUSP00000053567.5;	210172
Mus_musculus	Rbpj	ENSMUSG00000039191	CSL	ENSMUSP00000084618.3;ENSMUSP00000143866.2;ENSMUSP00000143846.2;ENSMUSP00000109496.2;ENSMUSP00000040694.7;	19664
Mus_musculus	Gmeb2	ENSMUSG00000038705	SAND	ENSMUSP00000116479.2;ENSMUSP00000037075.7;ENSMUSP00000116854.2;	229004
Mus_musculus	Pitx2	ENSMUSG00000028023	Homeobox	ENSMUSP00000047359.10;ENSMUSP00000139328.2;ENSMUSP00000134692.2;ENSMUSP00000133756.2;ENSMUSP00000101990.5;	18741
Mus_musculus	Gm32717	ENSMUSG00000112216	MYB	ENSMUSP00000151792.2;	102635357
Mus_musculus	Zfta	ENSMUSG00000053080	zf-BED	ENSMUSP00000139847.2;ENSMUSP00000123773.2;	108899
Mus_musculus	Zfp715	ENSMUSG00000012640	zf-C2H2	ENSMUSP00000103620.3;ENSMUSP00000012796.7;ENSMUSP00000040282.8;	69930
Mus_musculus	Prdm15	ENSMUSG00000014039	zf-C2H2	ENSMUSP00000093533.4;ENSMUSP00000113791.2;ENSMUSP00000120497.2;	114604
Mus_musculus	Zfp512	ENSMUSG00000062761	zf-C2H2	ENSMUSP00000075613.5;ENSMUSP00000143860.2;ENSMUSP00000144433.2;ENSMUSP00000143874.2;	269639
Mus_musculus	Zfp7	ENSMUSG00000033669	zf-C2H2	ENSMUSP00000155599.2;ENSMUSP00000023179.6;	223669
Mus_musculus	Zfp850	ENSMUSG00000096916	zf-C2H2	ENSMUSP00000141063.3;ENSMUSP00000137192.2;	100043772
Mus_musculus	Nsd2	ENSMUSG00000057406	HMG	ENSMUSP00000110041.2;ENSMUSP00000122310.2;ENSMUSP00000117233.2;ENSMUSP00000110039.2;ENSMUSP00000123460.2;ENSMUSP00000067205.8;ENSMUSP00000075210.5;ENSMUSP00000058940.8;	107823
Mus_musculus	Six5	ENSMUSG00000040841	Homeobox	ENSMUSP00000045973.6;	20475
Mus_musculus	Hsf5	ENSMUSG00000070345	HSF	ENSMUSP00000091488.4;	327992
Mus_musculus	Zfp442	ENSMUSG00000068130	zf-C2H2	ENSMUSP00000105542.2;ENSMUSP00000140098.2;	668923
Mus_musculus	Zfp449	ENSMUSG00000073176	zf-C2H2	ENSMUSP00000099096.4;	78619
Mus_musculus	Zfp661	ENSMUSG00000034800	zf-C2H2	ENSMUSP00000105995.2;ENSMUSP00000132820.2;ENSMUSP00000105997.3;ENSMUSP00000076637.6;	72180
Mus_musculus	Zfp931	ENSMUSG00000078861	zf-C2H2	ENSMUSP00000104552.3;	353208
Mus_musculus	Rxrg	ENSMUSG00000015843	RXR-like	ENSMUSP00000107011.2;ENSMUSP00000107017.2;ENSMUSP00000107015.2;ENSMUSP00000015987.4;	20183
Mus_musculus	Zfp473	ENSMUSG00000048012	zf-C2H2	ENSMUSP00000113316.2;ENSMUSP00000113789.2;ENSMUSP00000113774.2;ENSMUSP00000051069.7;	243963
Mus_musculus	Mef2c	ENSMUSG00000005583	SRF	ENSMUSP00000142884.2;ENSMUSP00000143339.2;ENSMUSP00000143235.2;ENSMUSP00000143742.2;ENSMUSP00000143401.2;ENSMUSP00000142456.2;ENSMUSP00000143611.2;ENSMUSP00000132547.3;ENSMUSP00000143221.2;ENSMUSP00000143227.2;ENSMUSP00000142897.2;ENSMUSP00000142399.2;ENSMUSP00000143286.2;ENSMUSP00000143338.2;ENSMUSP00000142714.2;ENSMUSP00000143420.2;ENSMUSP00000143315.2;ENSMUSP00000142833.2;ENSMUSP00000142487.2;ENSMUSP00000005722.9;ENSMUSP00000143187.2;ENSMUSP00000142595.2;ENSMUSP00000143212.2;ENSMUSP00000143598.2;ENSMUSP00000138826.3;	17260
Mus_musculus	Zfp354b	ENSMUSG00000020335	zf-C2H2	ENSMUSP00000104752.4;ENSMUSP00000127671.2;	27274
Mus_musculus	Zfp182	ENSMUSG00000054737	zf-C2H2	ENSMUSP00000110989.3;ENSMUSP00000110990.2;ENSMUSP00000045005.6;	319535
Mus_musculus	Foxe1	ENSMUSG00000070990	Fork_head	ENSMUSP00000092715.3;	110805
Mus_musculus	Myc	ENSMUSG00000022346	bHLH	ENSMUSP00000022971.8;ENSMUSP00000141139.3;ENSMUSP00000123852.2;ENSMUSP00000130285.2;ENSMUSP00000124758.2;ENSMUSP00000123821.2;	17869
Mus_musculus	Zfp990	ENSMUSG00000078503	zf-C2H2	ENSMUSP00000101368.2;ENSMUSP00000101367.2;	101056073
Mus_musculus	Prdm1	ENSMUSG00000038151	zf-C2H2	ENSMUSP00000039248.5;ENSMUSP00000101129.3;ENSMUSP00000151237.2;	12142
Mus_musculus	Gm9040	ENSMUSG00000112814	MYB	ENSMUSP00000151606.2;	668198
Mus_musculus	Hoxa4	ENSMUSG00000000942	Homeobox	ENSMUSP00000098943.3;	NA
Mus_musculus	Tbx20	ENSMUSG00000031965	T-box	ENSMUSP00000126318.3;ENSMUSP00000149186.2;ENSMUSP00000052591.5;	57246
Mus_musculus	Pou6f1	ENSMUSG00000009739	Pou	ENSMUSP00000073504.7;ENSMUSP00000145707.2;	19009
Mus_musculus	Zim1	ENSMUSG00000002266	zf-C2H2	ENSMUSP00000002336.9;ENSMUSP00000145453.2;ENSMUSP00000113585.2;	22776
Mus_musculus	Zkscan4	ENSMUSG00000054931	zf-C2H2	ENSMUSP00000153278.2;ENSMUSP00000054604.6;	544922
Mus_musculus	Nfyc	ENSMUSG00000032897	NF-YC	ENSMUSP00000117646.2;ENSMUSP00000114640.2;ENSMUSP00000114591.2;ENSMUSP00000095516.6;ENSMUSP00000112810.2;ENSMUSP00000112610.2;ENSMUSP00000047441.6;	18046
Mus_musculus	Zic2	ENSMUSG00000061524	zf-C2H2	ENSMUSP00000075283.6;	NA
Mus_musculus	Gli3	ENSMUSG00000021318	zf-C2H2	ENSMUSP00000115989.2;ENSMUSP00000106137.4;	14634
Mus_musculus	Zfp846	ENSMUSG00000058192	zf-C2H2	ENSMUSP00000111219.3;ENSMUSP00000051593.9;	244721
